OWNER,GF3_CODE,MEDS:index,MEDS:GF3_CODE,MEDS:OWNER,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:P01 urn,BIO:P01 name,BIO:P06 name,BIO:OWNER,BIO:CF_CODE,BIO:P06 urn,BIO:GF3_CODE,BIO:units,CF_CODE,NERC:P07 id,NERC:P01 id,NERC:P01 urn
IOS,Alkalinity:Total,90.0,Alkalinity:Total,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
IOS,Alkalinity:Total:CRM:Corrected,91.0,Alkalinity:Total:CRM:Corrected,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
IOS,Alkalinity:Total:Colorimetric,92.0,Alkalinity:Total:Colorimetric,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
IOS,Aluminum:Dissolved,93.0,Aluminum:Dissolved,IOS,A,Chemistry,Chimie,picomole per litre,picomole par litre,,,,,,,,,,,,,,,,
IOS,Ammonium,94.0,Ammonium,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Bacteria,140.0,Bacteria,IOS,A,Bacteria and viruses,Bactéries et virus,million per millilitre,million par millilitre,,,,,,,,,,,,,,,,
IOS,Barium:Dissolved,141.0,Barium:Dissolved,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,
IOS,Bottle_Number,142.0,Bottle_Number,IOS,A,General purpose,Tout usage,unknown,inconnu,,,,,,,,,,,,,,,,
IOS,CTD_Cast_Number,241.0,CTD_Cast_Number,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,
IOS,Calcium:Total,253.0,Calcium:Total,IOS,A,Chemistry,Chimie,millimole per kilogram,millimole par kilogramme,,,,,,,,,,,,,,,,
IOS,Carbon:Dissolved:Inorganic,254.0,Carbon:Dissolved:Inorganic,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
IOS,Carbon:Dissolved:Organic,255.0,Carbon:Dissolved:Organic,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
IOS,Carbon:Isotope:13,256.0,Carbon:Isotope:13,IOS,A,Isotopes,Isotopes,per thousand,par mille,,,,,,,,,,,,,,,,
IOS,Carbon:Isotope:18,257.0,Carbon:Isotope:18,IOS,A,Isotopes,Isotopes,per thousand,par mille,,,,,,,,,,,,,,,,
IOS,Carbon:Particulate:Organic,258.0,Carbon:Particulate:Organic,IOS,A,Chemistry,Chimie,microgram per litre,microgramme par litre,,,,,,,,,,,,,,,,
IOS,Carbon:Particulate:Total,259.0,Carbon:Particulate:Total,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Carbon:Total:Organic,260.0,Carbon:Total:Organic,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
IOS,Carbon_dioxide:Total,261.0,Carbon_dioxide:Total,IOS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
IOS,Carbontetrachloride,262.0,Carbontetrachloride,IOS,A,Chemistry,Chimie,picomole per litre,picomole par litre,,,,,,,,,,,,,,,,
IOS,Chlorofluorocarbon_11,263.0,Chlorofluorocarbon_11,IOS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,,,,,,,,,,,,,,,
IOS,Chlorofluorocarbon_11,264.0,Chlorofluorocarbon_11,IOS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,,,,,,,,,,,,,,,
IOS,Chlorofluorocarbon_113,265.0,Chlorofluorocarbon_113,IOS,A,Chemistry,Chimie,picomole per litre,picomole par litre,,,,,,,,,,,,,,,,
IOS,Chlorofluorocarbon_12,266.0,Chlorofluorocarbon_12,IOS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,,,,,,,,,,,,,,,
IOS,Chlorofluorocarbon_12,267.0,Chlorofluorocarbon_12,IOS,A,Chemistry,Chimie,picomole per kilogram,picomole par kilogramme,,,,,,,,,,,,,,,,
IOS,Chlorophyll:Extracted,268.0,Chlorophyll:Extracted,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Chlorophyll:Extracted,269.0,Chlorophyll:Extracted,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Chlorophyll:Extracted:<5.0um,270.0,Chlorophyll:Extracted:<5.0um,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Chlorophyll:Extracted:>0.7um,271.0,Chlorophyll:Extracted:>0.7um,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Chlorophyll:Extracted:>5.0um,272.0,Chlorophyll:Extracted:>5.0um,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Chlorophyll_plus_Phaeo-Pigment:Extracted,273.0,Chlorophyll_plus_Phaeo-Pigment:Extracted,IOS,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Date,378.0,Date,IOS,A,Date and time within day,Date et temps dans une journée,unknown,inconnu,,,,,,,,,,,,,,,,
IOS,Declination:Magnetic,379.0,Declination:Magnetic,IOS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,
IOS,Depth,380.0,Depth,IOS,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,,,
IOS,Depth:Nominal,381.0,Depth:Nominal,IOS,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,,,
IOS,Depth:Water,382.0,Depth:Water,IOS,A,Geophysics,Géophysique,metre,mètre,,,,,,,,,,,,,,,,
IOS,Dimethyl_Sulphide,383.0,Dimethyl_Sulphide,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,
IOS,Direction:Wind,384.0,Direction:Wind,IOS,A,Meteorology,Météorologie,degree(angle) True,degré(angle) vrai,,,,,,,,,,,,,,,,
IOS,Ethane,411.0,Ethane,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,
IOS,Ethylene,412.0,Ethylene,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,
IOS,Flag:name,451.0,Flag:name,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,
IOS,Fluorescence:URU,452.0,Fluorescence:URU,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Fluorescence:URU:Seapoint,453.0,Fluorescence:URU:Seapoint,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Fluorescence:URU:Seatech,454.0,Fluorescence:URU:Seatech,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Fluorescence:URU:Wetlabs,455.0,Fluorescence:URU:Wetlabs,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Hydrogen_Sulfide,564.0,Hydrogen_Sulfide,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Kraft-Mill_Effluent,589.0,Kraft-Mill_Effluent,IOS,A,Other organic chemical measurements,Autres mesures chimiques organiques,part per million,partie par million,,,,,,,,,,,,,,,,
IOS,Latitude,633.0,Latitude,IOS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,
IOS,Longitude,634.0,Longitude,IOS,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,
IOS,Methane,659.0,Methane,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,
IOS,Methylene_Chloride,660.0,Methylene_Chloride,IOS,A,Chemistry,Chimie,picomole per litre,picomole par litre,,,,,,,,,,,,,,,,
IOS,Nitrate,726.0,Nitrate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Nitrate_plus_Nitrite,727.0,Nitrate_plus_Nitrite,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Nitrite,728.0,Nitrite,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Nitrogen:Dissolved:Organic,729.0,Nitrogen:Dissolved:Organic,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Nitrogen:Particulate:Organic,730.0,Nitrogen:Particulate:Organic,IOS,A,Chemistry,Chimie,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Nitrogen:Particulate:Organic,731.0,Nitrogen:Particulate:Organic,IOS,A,Chemistry,Chimie,microgram per litre,microgramme par litre,,,,,,,,,,,,,,,,
IOS,Nitrogen:Particulate:Total,732.0,Nitrogen:Particulate:Total,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Number_of_bin_records,733.0,Number_of_bin_records,IOS,A,General purpose,Tout usage,unknown,inconnu,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved,772.0,Oxygen:Dissolved,IOS,A,Biological Oceanography,Océanographie biologique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved,773.0,Oxygen:Dissolved,IOS,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved:SBE,774.0,Oxygen:Dissolved:SBE,IOS,A,Physical Oceanography,Océanographie physique,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved:SBE,775.0,Oxygen:Dissolved:SBE,IOS,A,Physical Oceanography,Océanographie physique,millilitre per litre,millilitre par litre,,,,,,,,,,,,,,,,
IOS,Oxygen:Isotope:18,776.0,Oxygen:Isotope:18,IOS,A,Isotopes,Isotopes,per thousand,par mille,,,,,,,,,,,,,,,,
IOS,PAR,779.0,PAR,IOS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,,,
IOS,PAR:Reference,785.0,PAR:Reference,IOS,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,,,
IOS,Phaeo-Pigment:Extracted,933.0,Phaeo-Pigment:Extracted,IOS,A,Pigments,Pigments,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
IOS,Phosphate,934.0,Phosphate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Pressure,935.0,Pressure,IOS,A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,,,,,,,,,,,,
IOS,Pressure:Atmospheric:SeaLevel,936.0,Pressure:Atmospheric:SeaLevel,IOS,A,Meteorology,Météorologie,millibar,millibar,,,,,,,,,,,,,,,,
IOS,Primary:Production,937.0,Primary:Production,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,
IOS,Primary:Production,938.0,Primary:Production,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per day,milligramme carbone par mètre cube par jour,,,,,,,,,,,,,,,,
IOS,Production:Primary,939.0,Production:Primary,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per day,milligramme carbone par mètre cube par jour,,,,,,,,,,,,,,,,
IOS,Production:Primary,940.0,Production:Primary,IOS,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,
IOS,Propane,941.0,Propane,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,
IOS,Propylene,942.0,Propylene,IOS,A,Chemistry,Chimie,nanomole per litre,nanomole par litre,,,,,,,,,,,,,,,,
IOS,Record,1019.0,Record,IOS,A,Physical Oceanography,Océanographie physique,unknown,inconnu,,,,,,,,,,,,,,,,
IOS,Salinity,1160.0,Salinity,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,
IOS,Salinity,1161.0,Salinity,IOS,A,Physical Oceanography,Océanographie physique,code table,table de code,,,,,,,,,,,,,,,,
IOS,Salinity,1162.0,Salinity,IOS,A,Physical Oceanography,Océanographie physique,part per trillion,parties par trillion,,,,,,,,,,,,,,,,
IOS,Salinity:Bottle,1163.0,Salinity:Bottle,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,
IOS,Salinity:Bottle,1164.0,Salinity:Bottle,IOS,A,Physical Oceanography,Océanographie physique,part per thousand,partie par mille,,,,,,,,,,,,,,,,
IOS,Salinity:T0:C0,1165.0,Salinity:T0:C0,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,
IOS,Salinity:T0:C1,1166.0,Salinity:T0:C1,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,
IOS,Salinity:T1:C0,1167.0,Salinity:T1:C0,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,
IOS,Salinity:T1:C1,1168.0,Salinity:T1:C1,IOS,A,Physical Oceanography,Océanographie physique,PSS-78,PSS-78,,,,,,,,,,,,,,,,
IOS,Sample_Method,1169.0,Sample_Method,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,
IOS,Sample_Number,1170.0,Sample_Number,IOS,A,General purpose,Tout usage,unknown,inconnu,,,,,,,,,,,,,,,,
IOS,Silcate,1171.0,Silcate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Silicate,1172.0,Silicate,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Silicate:Acidified,1173.0,Silicate:Acidified,IOS,A,Chemistry,Chimie,micromole per litre,micromole par litre,,,,,,,,,,,,,,,,
IOS,Speed:Wind,1174.0,Speed:Wind,IOS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,,,
IOS,Speed:Wind:Gust,1175.0,Speed:Wind:Gust,IOS,A,Meteorology,Météorologie,metre per second,mètre par seconde,,,,,,,,,,,,,,,,
IOS,Station,1176.0,Station,IOS,A,General purpose,Tout usage,dimensionless,sans dimension,,,,,,,,,,,,,,,,
IOS,Temperature,1252.0,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,
IOS,Temperature,1253.0,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (ITS-90),degrés Celsius (ITS-90),,,,,,,,,,,,,,,,
IOS,Temperature,1254.0,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
IOS,Temperature,1255.0,Temperature,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
IOS,Temperature:BT,1256.0,Temperature:BT,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
IOS,Temperature:Bucket,1257.0,Temperature:Bucket,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,
IOS,Temperature:Primary,1258.0,Temperature:Primary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (ITS-90),degrés Celsius (ITS-90),,,,,,,,,,,,,,,,
IOS,Temperature:Primary,1259.0,Temperature:Primary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,
IOS,Temperature:Reversing,1260.0,Temperature:Reversing,IOS,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
IOS,Temperature:Reversing,1261.0,Temperature:Reversing,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,
IOS,Temperature:Secondary,1262.0,Temperature:Secondary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (ITS-90),degrés Celsius (ITS-90),,,,,,,,,,,,,,,,
IOS,Temperature:Secondary,1263.0,Temperature:Secondary,IOS,A,Physical Oceanography,Océanographie physique,degrees Celsius (IPTS-68),degrés Celsius (IPTS-68),,,,,,,,,,,,,,,,
IOS,Thickness:Ice,1264.0,Thickness:Ice,IOS,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,
IOS,Time,1265.0,Time,IOS,A,Date and time within day,Date et temps dans une journée,unknown,inconnu,,,,,,,,,,,,,,,,
IOS,Total_Suspended_Solids,1266.0,Total_Suspended_Solids,IOS,A,Biology,Biologie,part per million by volume,partie par million de volume,,,,,,,,,,,,,,,,
IOS,Total_Suspended_Solids,1267.0,Total_Suspended_Solids,IOS,A,Biology,Biologie,milligram per litre,milligramme par litre,,,,,,,,,,,,,,,,
IOS,Transmissivity,1268.0,Transmissivity,IOS,A,Biological Oceanography,Océanographie biologique,percent per metre,pourcentage par mètre,,,,,,,,,,,,,,,,
IOS,Transmissivity,1269.0,Transmissivity,IOS,A,Optical properties,Propriétées optiques,percent per five centimeters,pourcent par cinq centimètres,,,,,,,,,,,,,,,,
IOS,pH:NBS,1486.0,pH:NBS,IOS,A,Chemistry,Chimie,unknown,inconnu,,,,,,,,,,,,,,,,
IOS,pH:SBE,1487.0,pH:SBE,IOS,A,Chemistry,Chimie,unknown,inconnu,,,,,,,,,,,,,,,,
IOS,pH:SWS,1488.0,pH:SWS,IOS,A,Chemistry,Chimie,unknown,inconnu,,,,,,,,,,,,,,,,
MEDS,ABA$,0.0,ABA$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,ABSH,3.0,ABSH,MEDS,A,Meteorology,Météorologie,gram per metre cube,gramme par mètre cube,,absolute_humidity,,,CHUMZZ01,Relative humidity of the atmosphere,grams per cubic metre,BIO,specific_humidity,UGMC,ABSH,g/m^3,specific_humidity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0313/,http://vocab.nerc.ac.uk/collection/P01/current/CHUMZZ01/,CHUMZZ01
MEDS,AC2$,4.0,AC2$,MEDS,A,General purpose,Tout usage,text,texte,,unique_number_HHMMSS_profNo,,,,,,,,,,,,,,
MEDS,ACC$,7.0,ACC$,MEDS,A,General purpose,Tout usage,text,texte,,accession_number_meds,,,,,,,,,,,,,,
MEDS,ACCS,9.0,ACCS,MEDS,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
MEDS,ACF$,11.0,ACF$,MEDS,A,General purpose,Tout usage,text,texte,,instrument_active_yn,,,,,,,,,,,,,,
MEDS,ACI$,12.0,ACI$,MEDS,A,General purpose,Tout usage,text,texte,,number_accession_tidal_station,,,,,,,,,,,,,,
MEDS,ACT$,13.0,ACT$,MEDS,A,General purpose,Tout usage,text,texte,,type_accession_tidal_station,,,,,,,,,,,,,,
MEDS,ACY$,14.0,ACY$,MEDS,A,General purpose,Tout usage,text,texte,,year_accession_tidal_station,,,,,,,,,,,,,,
MEDS,ADID,16.0,ADID,MEDS,A,General purpose,Tout usage,text,texte,,id_database_aodc,,,,,,,,,,,,,,
MEDS,ADNB,18.0,ADNB,MEDS,A,Wave,Vague,number,nombre,,number_of_blocks_averaged_in_spectrum,,,,,,,,,,,,,,
MEDS,ADNS,19.0,ADNS,MEDS,A,Wave,Vague,number,nombre,,number_of_samples_per_Fourier_block,,,,,,,,,,,,,,
MEDS,ADST,21.0,ADST,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,automatic_gain_control,,,,,,,,,,,,,,
MEDS,ADSV,22.0,ADSV,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,automatic_gain_control_variance,,,,,,,,,,,,,,
MEDS,AED1,23.0,AED1,MEDS,A,Wave,Vague,degree(angle),degré(angle),,wave_direction_AES_from_METOC_hindcast,,,,,,,,,,,,,,
MEDS,AFN$,25.0,AFN$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
MEDS,ALKC,26.0,ALKC,MEDS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
MEDS,ALKP,27.0,ALKP,MEDS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
MEDS,ALKT,28.0,ALKT,MEDS,A,Chemistry,Chimie,micromole per kilogram,micromole par kilogramme,,,,,,,,,,,,,,,,
MEDS,ALKY,31.0,ALKY,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,alkalinity_total,,,ALKYZZXX,Total alkalinity per unit volume of the water body,millimoles per cubic metre,BIO,,MMCM,ALKY,mmol/m^3,,,http://vocab.nerc.ac.uk/collection/P01/current/ALKYZZXX/,ALKYZZXX
MEDS,ALTB,37.0,ALTB,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,height_of_instrument_above_bottom,,,AHSGZZ01,Height above bed in the water body,metres,BIO,,ULAA,ALTB,metres,,,,
MEDS,ALTG,38.0,ALTG,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,height_above_ground_level,,,,,,,,,,,,,,
MEDS,ALTS,41.0,ALTS,MEDS,A,Position and navigation,Position et navigation,metre,mètre,,height_above_mean_sea_level,,,AHSLZZ01,Height above sea level (spatial co-ordinate),metres,BIO,,ULAA,ALTS,metres,,,http://vocab.nerc.ac.uk/collection/P01/current/AHSLZZ01/,AHSLZZ01
MEDS,AMON,44.0,AMON,MEDS,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_ammonium_in_water,,,MDMAP04,Concentration of ammonium {NH4+ CAS 14798-03-9} per unit mass of the water body [unknown phase],millimoles per cubic metre,BIO,millimole_concentration_of_ammonium_in_sea_water,MMCM,AMON,mmol/m^3,mole_concentration_of_ammonium_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0802/,,
MEDS,ANH$,46.0,ANH$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,height_of_anemometer_above_sea_level,,,,,,,,,,,,,,
MEDS,ANT$,48.0,ANT$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,anemometer_type,114.0,,,,,,,,,,,,,
MEDS,APC1,50.0,APC1,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,minute(time),minute(durée),,period_for_averaging_surface_current,,,,,,,,,,,,,,
MEDS,APER,51.0,APER,MEDS,A,Position and navigation,Position et navigation,code table,table de code,,period_for_averaging_measurement,264.0,,,,,,,,,,,,,
MEDS,APN$,52.0,APN$,MEDS,A,General purpose,Tout usage,text,texte,,period_for_averaging_salinity,,,,,,,,,,,,,,
MEDS,APP$,54.0,APP$,MEDS,A,Instrument characteristics,Caractéristiques de l'instrument,count,compte,,,,,,,,,,,,,,,,
MEDS,APR$,55.0,APR$,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
MEDS,APS1,56.0,APS1,MEDS,A,Special IGOSS Indicator,Indicateur spécial IGOSS,minute(time),minute(durée),,,,,,,,,,,,,,,,
